link,title,location,price,area,category,direction,floor_num,toilet_num,street,livingroom_num,bedroom_num,liability
https://nhadat.cafeland.vn/quan-3-mat-tien-le-van-sy-phuong-14-75m2-30-ty-tl-2264720.html,QUẬN 3- MẶT TIỀN LÊ VĂN SỸ- PHƯỜNG 14- 75M2- 30 TỶ TL,"Lê Văn Sỹ, Phường 14, Quận 3, TP. Hồ Chí Minh Lưu tin",~400 triệu/m2,75m2,Bán nhà riêng,,3 tầng,3,,,4 phòng,Sổ hồng
https://nhadat.cafeland.vn/quan-11-mat-tien-phan-xich-long-phuong-16-50m2-5-tang-nhinh-9-ty-2263192.html,"Quận 11- Mặt tiền Phan Xích Long, Phường 16, 50m2, 5 tầng, nhỉnh 9 tỷ (Tin Hết Hạn)","Phan Xích Long, Phường 16, Quận 11, TP. Hồ Chí Minh Lưu tin",~198 triệu/m2,50m2,Bán nhà riêng,,5 tầng,4,,1,3 phòng,Sổ hồng
https://nhadat.cafeland.vn/quan-3-truong-sa-phuong-14-54m2-5-tang-5pn-nhinh-12-ty-2265412.html,"Quận 3, Trường Sa, phường 14, 54m2, 5 tầng, 5PN, nhỉnh 12 tỷ","Trường Sa, Phường 14, Quận 3, TP. Hồ Chí Minh Lưu tin",~231 triệu/m2,54m2,Bán nhà riêng,,,5,,1,5 phòng,Sổ hồng
https://nhadat.cafeland.vn/quan-6-biet-thu-mat-tien-kinh-doanh-duong-34-phuong-10-173m2-4-tang30-ty-tl-2259330.html,"Quận 6, Biệt thự mặt tiền kinh doanh đường 34, phường 10, 173m2, 4 tầng,30 tỷ TL (Tin Hết Hạn)","Đường 34, Phường 10, Quận 6, TP. Hồ Chí Minh Lưu tin",~173 triệu/m2,173m2,Bán nhà riêng,,4 tầng,,,,,Sổ hồng
https://nhadat.cafeland.vn/quan-10-cu-xa-dong-tien-phuong-14-5-tang-nhinh-6-ty-2264466.html,"Quận 10, Cư xá Đồng Tiến, phường 14, 5 tầng, nhỉnh 6 tỷ (Tin Hết Hạn)","Thành Thái, Phường 14, Quận 10, TP. Hồ Chí Minh Lưu tin",~244 triệu/m2,27m2,Bán nhà riêng,,5 tầng,3,,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/nang-tho-kim-nguu-chi-545-trung-tam-hai-ba-so-san-s26m2-x-mt-38-2268625.html,Nàng Thơ Kim Ngưu chỉ 5.45🧄 Trung Tâm Hai Bà Sổ Sẵn S26m2 x mt 3.8,"Vĩnh Tuy, Hai Bà Trưng, Hà Nội Lưu tin",~209 triệu/m2,26m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/co-nguoi-lon-tuoi-trong-nha-can-nay-co-san-pn-duoi-tret-ko-can-phai-leo-cau-th-2268623.html,"Có người lớn tuổi trong nhà? Căn này có sẵn pn dưới trệt, ko cần phải leo cầu th","Nơ Trang Long, Phường 12, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",,,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/soc-chu-can-ban-gap-ha-gia-300tr-nha-gara-oto-6-tang-thang-may-long-bien-7ty-2268624.html,️ Sốc chủ cần bán gấp hạ giá 300tr nhà gara ôtô 6 tầng thang máy-Long Biên-7tỷ,"Giang Biên, Giang Biên, Long Biên, Hà Nội Lưu tin",~189 triệu/m2,37m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-lien-ke-palmy-biztown-thanh-tri-75m2-147trm2-2268622.html,Bán liền kề Palmy Biztown Thanh Trì – 75m² – 147tr/m²,"Thanh Liệt, Thanh Trì, Hà Nội Lưu tin",,75m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/chdv-dong-tien-50trthang-hem-xe-hoi-ngay-khuc-giao-nguyen-xi-no-trang-long-2268621.html,"CHDV -DÒNG TIỀN 50TR/THÁNG Hẻm xe hơi, ngay khúc giao Nguyễn Xí - Nơ Trang Long","Nơ Trang Long, Phường 13, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~141 triệu/m2,90m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/can-ban-can-goc-chung-cu-trung-tam-cau-giay-112m2-3pn-full-noi-that-2268481.html,"Cần bán căn góc chung cư trung tâm Cầu Giấy 112m2, 3PN, full nội thất","Dương Đình Nghệ, Yên Hòa, Cầu Giấy, Hà Nội Lưu tin","~57,1 triệu /m2",112m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-nha-lo-goc-dep-45m2-thach-ban-o-to-do-cua-gia-tron-7-ty-2263786.html,Bán nhà lô góc đẹp 45m2 Thạch Bàn - ô tô đỗ cửa giá tròn 7 tỷ,"Thạch Bàn, Thạch Bàn, Long Biên, Hà Nội Lưu tin",~155 triệu/m2,45m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/hang-cuc-hiem-73m-nhinh-3-ty-sat-mat-tien-duong-nguyen-van-tang-2268618.html,"HÀNG CỰC HIẾM 73M, NHỈNH 3 TỶ ,SÁT MẶT TIỀN ĐƯỜNG NGUYỄN VĂN TĂNG","Nguyễn Văn Tăng, Long Thạnh Mỹ, Quận 9, TP. Hồ Chí Minh Lưu tin","~44,5 triệu /m2",73m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/can-ban-gap-sieu-pham-phan-lo-tran-quoc-hoan-35m2-5t-via-he-o-to-tranh-gia-to-2268617.html,"Cần bán gấp siêu phẩm phân lô Trần Quốc Hoàn 35m2, 5T, vỉa hè ô tô tránh, giá tố","Đường Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội Lưu tin",~340 triệu/m2,35m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-studio-duong-vuon-lai-an-phu-dong-fulk-noi-that-40m-gia-12-ty-2266618.html,"Bán căn hộ Studio . đường vườn lài. An phú đông. Fulk nội thất . 40m. Giá 1,2 tỷ","Vườn Lài, An Phú Đông, Quận 12, TP. Hồ Chí Minh Lưu tin",~48 triệu /m2,25m2,"Bán căn hộ Mini, Dịch vụ",,,,,,,
https://nhadat.cafeland.vn/230m-87-ty-biet-thu-ciputra-sieu-vip-noi-hoi-tu-cua-nhieu-dai-gia-2266247.html,230m - 87 Tỷ - BIỆT THỰ CIPUTRA- SIÊU VÍP - NƠI HỘI TỤ CỦA NHIỀU ĐẠI GIA,"Phú Thượng, Phú Thượng, Tây Hồ, Hà Nội Lưu tin",~378 triệu/m2,230m2,Bán biệt thự,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-khang-gia-p14-gv-77m2pn-gia-1950-ty-2268006.html,"Bán căn hộ khang gia. P14. GV. 77m.2PN. Giá : 1,950 tỷ","A, Phường 14, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin","~25,3 triệu /m2",77m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-mini-an-phu-dong-vuon-lai-q12-gia-12-ty-2267296.html,"Bán căn hộ mini- An Phú Đông, Vườn Lài, Q12 giá 1,2 tỷ (Tin Hết Hạn)","Vườn Lài, An Phú Đông, Quận 12, TP. Hồ Chí Minh Lưu tin",~48 triệu /m2,25m2,Bán căn hộ chung cư,,3 tầng,1,8m,1,1 phòng,Giấy tờ hợp lệ
https://nhadat.cafeland.vn/pho-hoa-bang-cau-giay-225m-6t-mt-95m-thong-san-thang-may-2263190.html,"PHỐ HOA BẰNG, CẦU GIẤY - 225M - 6T - MT: 9.5m - THÔNG SÀN THANG MÁY.","184.9, Hoa Bằng, Yên Hòa, Cầu Giấy, Hà Nội Lưu tin",~262 triệu/m2,225m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/khach-san-554m-16-tang-620-ty-khach-san-3-sao-sat-hoan-kiem-2265427.html,KHÁCH SẠN: 554m- 16 tầng - 620 tỷ - KHÁCH SẠN 3 SAO SÁT HOÀN KIẾM,"49, Hàng Chuối, Lê Đại Hành, Hai Bà Trưng, Hà Nội Lưu tin",~1 tỷ 119 triệu/m2,554m2,Bán nhà hàng - Khách sạn,,,,,,,
https://nhadat.cafeland.vn/hiem-mini-tien-giap-q1-view-trieu-dochung-cu-mieu-noi-lo-goc-nha-dep-2267324.html,"HIẾM MINI TIỀN, GIÁP Q1, VIEW TRIỆU ĐÔ CHUNG CƯ MIẾU NỔI - LÔ GÓC - NHÀ ĐẸP","Vũ Huy Tấn, Phường 3, Bình Thạnh, TP. Hồ Chí Minh Lưu tin","~59,3 triệu /m2",64m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-nha-3-tang-gan-mat-tien-nguyen-duy-trinh-q9-gia-nhinh-4-ty-2268609.html,"Bán Nhà 3 Tầng - Gần Mặt Tiền Nguyễn Duy Trinh, Q9. Giá Nhỉnh 4 Tỷ","Nguyễn Duy Trinh, Trường Thạnh , Quận 9, TP. Hồ Chí Minh Lưu tin","~71,4 triệu /m2",56m2,Bán nhà riêng,,3 tầng,3,4m,1,4 phòng,Sổ hồng
https://nhadat.cafeland.vn/doi-can-nha-moi-20m-ra-mat-pho-gan-ho-khu-vuc-an-sinh-tot-2268604.html,"ĐỘI CẤN - Nhà mới, 20m ra mặt phố, gần hồ, khu vực an sinh tốt","Đội Cấn, Ba Đình, Hà Nội Lưu tin",~228 triệu/m2,35m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nha-vuon-can-duoc-long-an-2268603.html,BÁN NHÀ VƯỜN CẦN ĐƯỚC - LONG AN,"Tân Ân, Cần Đước, Long An Lưu tin","~9,9 triệu /m2",264m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/nha-cap-4-1-ki-ot-2-phong-tro-7m-x-12-ngay-eonmaill-binh-duong-chi-2-ty-550tr-2267675.html,nhà Cấp 4 + 1 ki ốt 2 phòng trọ 7M X 12 ngay eonmaill bình dương chỉ 2 tỷ 550tr,"Thuận Giao, Thuận An, Bình Dương Lưu tin",~30 triệu /m2,85m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/king-hill-residences-co-hoi-vang-dau-tu-khu-do-thi-tai-long-an-gan-eco-retreat-2268116.html,KING HILL RESIDENCES – CƠ HỘI VÀNG ĐẦU TƯ KHU ĐÔ THỊ TẠI LONG AN GẦN ECO RETREAT,"Thanh Phú, Bến Lức, Long An Lưu tin",~22 triệu /m2,100m2,Bán đất nền dự án,,,,,,,Sổ hồng
https://nhadat.cafeland.vn/shop-villa-eco-retreat-so-huu-vi-tri-vang-mat-tien-duong-chinh-sinh-loi-kep-2268406.html,"Shop Villa Eco Retreat – Sở hữu vị trí vàng mặt tiền đường chính, sinh lời kép","Thanh Phú, Bến Lức, Long An Lưu tin","~83,3 triệu /m2",300m2,Bán nhà riêng,,,,,,,Sổ hồng
https://nhadat.cafeland.vn/nha-so-chung-moi-hoan-thien-duong-nguyen-thi-chay-tan-dong-hiep-di-an-1-ty295-2268601.html,"️ Nhà Sổ Chung mới hoàn thiện đường nguyễn thị chạy, tân đông hiệp dĩ an 1 tỷ295","Nguyễn Thị Chạy, Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin","~35,9 triệu /m2",36m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/bang-gia-eco-retreat-von-chi-tu-15-ty-trong-24-thang-2267641.html,"Bảng giá ECO RETREAT Vốn chỉ từ 1,5 tỷ trong 24 tháng","Thanh Phú, Bến Lức, Long An Lưu tin","~65,9 triệu /m2",88m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/nha-so-chung-cap-4-gac-duc-binh-chuan-20-thuan-an-binh-duong-1-ty-250-trieu-2268595.html,️ Nhà Sổ Chung Cấp 4 Gác Đúc bình chuẩn 20 thuận an bình Dương 1 tỷ 250 triệu,"Bình chuẩn 20, Bình Chuẩn, Thuận An, Bình Dương Lưu tin","~24,3 triệu /m2",52m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/nha-so-chung-tan-phuoc-khanh-7-52m2-820-trieu-2268594.html,nhà Sổ Chung Tân Phước khánh 7 52m2 820 triệu,"Tân Phước Khánh, Tân Uyên, Bình Dương Lưu tin","~16,4 triệu /m2",50m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/duong-doc-quyen-can-penthouse-q2-thao-dien-3-tang-40733m2-noi-that-sang-trong-2250858.html,"Dương Độc Quyền Căn Penthouse Q2 Thảo Điền 3 Tầng 407,33m2 Nội Thất Sang Trọng","21, Võ Trường Toản, Thảo Điền, Quận 2, TP. Hồ Chí Minh Lưu tin",~196 triệu/m2,407m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/nha-vip-kdc-nam-long-duong-so-1q7522m-5-lau-gia-19-ty-2267088.html,"Nhà Vip KDC Nam Long - đường số 1,Q.7(5×22m) 5 lầu, giá 19 tỷ","Đường số 1, Tân Thuận Đông, Quận 7, TP. Hồ Chí Minh Lưu tin",~172 triệu/m2,110m2,Bán nhà riêng,,5 tầng,5,10m - 15m,1,5 phòng,Sổ hồng
https://nhadat.cafeland.vn/chinh-chu-can-ban-gap-lo-dat-dep-tai-tan-lang-luong-tai-bac-ninh-2268591.html,"Chính chủ cần bán gấp lô đất đẹp tại Tân Lãng, Lương Tài, Bắc Ninh","Tân Lãng, Lương Tài, Bắc Ninh Lưu tin",,90m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/manh-dat-3-shr-3450m2-mat-tien-duong-so-7-gan-cao-toc-kcn-chi-35trm2-2268587.html,"MẢNH ĐẤT 3 SHR - 3.450M², MẶT TIỀN ĐƯỜNG SỐ 7 – GẦN CAO TỐC & KCN – CHỈ 35TR/M²","Tân Định, Bến Cát, Bình Dương Lưu tin",~257 nghìn/m2,3450m2,"Bán đất nông, lâm nghiệp",,,,,,,
https://nhadat.cafeland.vn/view-song-han-sieu-pham-can-2pn-tang-cao-peninsula-da-nang-so-hong-lau-dai-2268553.html,View sông Hàn siêu phẩm - Căn 2PN tầng cao Peninsula Đà Nẵng - Sổ hồng lâu dài,"Lê Văn Duyệt, Nại Hiên Đông, Sơn Trà, TP. Đà Nẵng Lưu tin","~62,3 triệu /m2",69m2,Bán căn hộ chung cư,Đông Nam,30 tầng,2,15m - 20m,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/lo-dat-lon-can-ban-mat-tien-quoc-lo-61c-2268583.html,"Lô đất lớn cần bán, mặt tiền Quốc lộ 61C","Vĩnh Thạnh, TP. Cần Thơ Lưu tin","~5,2 triệu /m2",12700m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/dat-tai-khu-pho-binh-hoa-binh-nham-thuan-an-465m2-ngang-15-chi-7-ty-3-2268582.html,"ĐẤT tại Khu phố Bình Hòa Bình NHâm, Thuận An, 465m2 ngang 15, chỉ 7 tỷ 3","Bình Nhâm 19, Bình Nhâm, Thuận An, Bình Dương Lưu tin","~15,6 triệu /m2",465m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-gap-shop-the-horizon-phu-my-hung-2268578.html,BÁN GẤP SHOP THE HORIZON PHÚ MỸ HƯNG,"Tân Phú, Quận 7, TP. Hồ Chí Minh Lưu tin","~1,3 triệu /m2",217m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/can-ban-gap-shop-cardinal-court-mat-tien-duong-khu-phu-my-hung-2268576.html,CẦN BÁN GẤP SHOP CARDINAL COURT MẶT TIỀN ĐƯỜNG - KHU PHÚ MỸ HƯNG,"Tân Phú, Quận 7, TP. Hồ Chí Minh Lưu tin",,,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/du-an-chay-hang-tai-trung-tam-quan-hai-chau-vista-residence-so-huu-lau-dai-2268571.html,Dự án cháy hàng tại trung tâm quận Hải Châu - Vista Residence - Sở hữu lâu dài,"XÔ VIẾT NGHỆ TĨNH, Hòa Cường Nam, Hải Châu, TP. Đà Nẵng Lưu tin","~53,9 triệu /m2",76m2,Bán căn hộ chung cư,Nam,20 tầng,2,20m - 30m,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/dat-ngop-bank-so-hong-cong-chung-ngay-22-trieum2-2268570.html,Đất Ngộp Bank. Sổ Hồng Công Chứng Ngay 22 triệu/m2,"Huỳnh Hữu Trí, Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh Lưu tin",~244 nghìn/m2,90m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/nha-dep-chat-khong-co-can-thu-2-nha-1-52m-chi-4x-ty-duong-la-xuan-oai-2268567.html,"NHÀ ĐẸP, CHẤT KHÔNG CÓ CĂN THỨ 2, NHÀ 1/ 52M CHỈ 4.x TỶ ĐƯỜNG LÃ XUÂN OAI","Lã Xuân Oai, Long Trường, Quận 9, TP. Hồ Chí Minh Lưu tin","~94,1 triệu /m2",51m2,Bán nhà riêng,,3 tầng,2,6m,1,3 phòng,Sổ hồng
https://nhadat.cafeland.vn/can-ho-cao-cap-city-mark-tp-phu-my-0905087588-2266942.html,Căn hộ cao cấp City Mark - TP Phú Mỹ - 0905087588,"Phú Mỹ, Phú Mỹ, Bà Rịa - Vũng Tàu Lưu tin",~36 triệu /m2,50m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-citymark-phu-my-gia-goc-cdt-thanh-toan-theo-tien-do-linh-hoat-2266956.html,"Bán căn hộ Citymark Phú Mỹ, giá gốc CĐT, thanh toán theo tiến độ linh hoạt","Phú Mỹ, Phú Mỹ, Bà Rịa - Vũng Tàu Lưu tin",~36 triệu /m2,50m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/lo-h04-khu-sadaco-ven-song-phuong-tan-phong-q7-dt-55x19m-2268566.html,"lô H04 khu sadaco Ven sông phường Tân Phong Q7. Dt 5,5x19m","H04, Nguyễn Văn Linh, Tân Phong, Quận 7, TP. Hồ Chí Minh Lưu tin",~153 triệu/m2,105m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-can-49m2-1pn-can-ho-citymark-residence-gia-chu-dau-tu-2267250.html,"Bán căn 49m2 - 1PN +, căn hộ Citymark Residence, giá chủ đầu tư","Phú Mỹ, Phú Mỹ, Bà Rịa - Vũng Tàu Lưu tin","~36,7 triệu /m2",49m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/can-ra-gap-lo-dat-mat-tien-duong-d2d-long-thanh-90m2-gia-23-ty-2267208.html,Cần ra gấp lô đất mặt tiền đường D2D Long Thành. 90m2 giá 2.3 tỷ,"Tỉnh Lộ 769, Lộc An, Long Thành, Đồng Nai Lưu tin","~25,5 triệu /m2",90m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/bt75x20m-duong-so-9-huong-tay-kdc-him-lam-quan-7-gia-355-ty-2268565.html,"BT:7,5x20m Đường Số 9 Hướng Tây KDC Him Lam Quận 7 Giá 35.5 tỷ","Him lam kênh tẻ, Tân Hưng, Quận 7, TP. Hồ Chí Minh Lưu tin",~236 triệu/m2,150m2,Bán biệt thự,,,,,,,
https://nhadat.cafeland.vn/ban-nha-dep-chi-mang-do-vao-o-duong-lac-long-quan-rong-39-m-dong-ve-tpth-2268563.html,"Bán nhà đẹp (chỉ mang đồ vào ở) đường Lạc Long Quân (rộng 39 m), Đông Vệ, TPTH","61, Lạc Long Quân, Đông Vệ, TP. Thanh Hóa, Thanh Hóa Lưu tin",,112m2,Bán nhà phố dự án,Bắc,4 tầng,3,30m - 50m,1,5 phòng,Giấy đỏ
https://nhadat.cafeland.vn/dat-5x24m-mat-tien-duong-so-kdc-nam-long-tran-trong-cung-gia-145-ty-2268561.html,Đất 5x24m mặt tiền đường số KDC Nam Long - Trần Trọng Cung giá 14.5 tỷ,"A56, Đường số 12, Tân Thuận Đông, Quận 7, TP. Hồ Chí Minh Lưu tin",~120 triệu/m2,120m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-melody-vung-tau-2pn-2wc-gan-bien-bai-sau-gia-chi-295-ty-2268560.html,BÁN CĂN HỘ MELODY VŨNG TÀU – 2PN 2WC – GẦN BIỂN BÃI SAU – GIÁ CHỈ 2.95 TỶ ️,"Hoàng Hoa Thám, Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin",,,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/nha-pho-dau-tu-sinh-loi-vuot-troi-so-do-lau-dai-ngan-hang-ho-tro-70-2268556.html,"NHÀ PHỐ ĐẦU TƯ SINH LỜI VƯỢT TRỘI, SỔ ĐỎ LÂU DÀI, NGÂN HÀNG HỖ TRỢ 70%","Đông Hải, TP. Thanh Hóa, Thanh Hóa Lưu tin","~71,1 triệu /m2",80m2,Bán nhà phố dự án,,,,,,,
https://nhadat.cafeland.vn/154m-3t-mt13m-46-ty-biet-thu-sieu-vip-lo-goc-3-mat-thoang-o-to-ngu-s-2266993.html,154m- 3T - Mt:13m - 46 Tỷ - BIỆT THỰ SIÊU VIP - LÔ GÓC 3 MẶT THOÁNG - Ô TÔ NGỦ S,"Thái Hà, Láng Hạ, Đống Đa, Hà Nội Lưu tin",~298 triệu/m2,154m2,Bán biệt thự,,,,,,,
https://nhadat.cafeland.vn/280m-8t-93-ty-dong-bat-nguyen-hoang-cau-giay-toa-nha-van-phong-dang-cap-2266131.html,"280m- 8T - 93 Tỷ, ĐỒNG BÁT - NGUYỄN HOÀNG, CẦU GIẤY - TOÀ NHÀ VĂN PHÒNG ĐẲNG CẤP","Nguyễn Hoàng, Dịch Vọng, Cầu Giấy, Hà Nội Lưu tin",~332 triệu/m2,280m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/125m-4t-mt-115m-to-ngoc-van-lo-goc-2-mat-tien-2-mat-pho-2266201.html,125m - 4T - MT: 11.5m - TÔ NGỌC VÂN - LÔ GÓC 2 MẶT TIỀN - 2 MẶT PHỐ,"Tô Ngọc Vân, Quảng An, Tây Hồ, Hà Nội Lưu tin",~728 triệu/m2,125m2,Bán biệt thự,,,,,,,
https://nhadat.cafeland.vn/can-goc-2pn-tang-8-huong-dai-lo-hoang-hon-gia-2867-boulevard-q7-2268555.html,Căn góc 2PN tầng 8 - Hướng đại lộ hoàng hôn - Giá 2.867 - Boulevard Q7,"600, Đường số 18, Phú Mỹ, Quận 7, TP. Hồ Chí Minh Lưu tin","~40,9 triệu /m2",70m2,Bán căn hộ chung cư,Tây,8 tầng,2,10m - 15m,1,2 phòng,Hợp đồng
https://nhadat.cafeland.vn/hang-sieu-hot-giam-manh-60m2-chi-5x-ty-x-co-nhu-khong-nguyen-duy-trinh-2268554.html,"HÀNG SIÊU HOT, GIẢM MẠNH 60M2 CHỈ 5.x TỶ ( x có như không) NGUYỄN DUY TRINH","Nguyễn Duy Trinh, Long Trường, Quận 9, TP. Hồ Chí Minh Lưu tin","~83,3 triệu /m2",60m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/gio-hang-cam-ranh-city-gate-gia-doc-quyen-chi-tu-17trn2-lien-he-ngay-2218514.html,Giỏ hàng Cam Ranh City Gate giá độc quyền chỉ từ 17tr/n2. Liên hệ ngay !!!,"Nguyễn Tất Thành, Cam Nghĩa, Cam Ranh, Khánh Hòa Lưu tin","~91,503/m2",153m2,Bán đất thổ cư,Tây Nam,3 tầng,,10m - 15m,,,
https://nhadat.cafeland.vn/ban-3-nen-lien-ke-mat-tien-duong-nhua-gan-cho-giao-meo-binh-minh-vinh-long-2266920.html,"Bán 3 nền liền kề mặt tiền đường nhựa gần chợ Giáo Mẹo, Bình Minh, Vĩnh Long","cách chợ Giáo Mẹo 500m, Đông Thạnh, Bình Minh, Vĩnh Long Lưu tin","~2,3 triệu /m2",151m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-dat-kdc-phuong-truong-an-vinh-long-2252953.html,"Bán đất KDC Phường Trường An, Vĩnh Long","khu dân cư Trường An, Trường An, TP. Vĩnh Long, Vĩnh Long Lưu tin","~11,6 triệu /m2",120m2,Bán đất thổ cư,Đông Bắc,,,15m - 20m,,,Sổ hồng
https://nhadat.cafeland.vn/ban-nha-1-tret-1-lau-phuong-1-vinh-long-2252956.html,"Bán nhà 1 trệt 1 lầu Phường 1, Vĩnh Long","cách Vietcombank khoảng 30m, Trưng Nữ Vương, Phường 1, TP. Vĩnh Long, Vĩnh Long Lưu tin","~29,6 triệu /m2",30.4m2,Bán nhà riêng,Đông Nam,1 tầng,2,3m,1,1 phòng,Sổ hồng
https://nhadat.cafeland.vn/ban-dat-mat-tien-duong-giap-ranh-khu-tt-vinh-long-2264400.html,"Bán đất mặt tiền đường giáp ranh khu T&T, Vĩnh Long","mặt tiền đường 909B, giáp ranh T&T, Phước Hậu, Long Hồ, Vĩnh Long Lưu tin","~19,743/m2",607.8m2,Bán đất thổ cư,Tây Bắc,,,15m - 20m,,,Sổ hồng
https://nhadat.cafeland.vn/ban-gap-can-ho-gateway-vung-tau-2pn-full-noi-that-chi-29-ty-2268552.html,BÁN GẤP CĂN HỘ GATEWAY VŨNG TÀU 2PN FULL NỘI THẤT CHỈ 2.9 TỶ,"Đường 3/2, Nguyễn An Ninh, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin","~38,1 triệu /m2",76m2,Bán nhà riêng,Đông Nam,,1,15m - 20m,1,2 phòng,Hợp đồng
https://nhadat.cafeland.vn/600m2-mat-tien-ql13-tthc-bau-bang-binh-duong-12m-mat-tien-78tyr-2267672.html,"600m2 Mặt tiền QL13 - TTHC Bàu Bàng - Bình Dương. 12m mặt tiền 7,8tyr","Lai Uyên, Bàu Bàng, Bình Dương Lưu tin","~13,6 triệu /m2",597m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-gold-sea-vung-tau-1-phong-ngu-ngay-sat-bien-gia-chi-215-ty-2268551.html,BÁN CĂN HỘ GOLD SEA VŨNG TÀU 1 PHÒNG NGỦ – NGAY SÁT BIỂN – Giá Chỉ 2.15 Tỷ,"Hoàng Hoa Thám, Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin","~46,7 triệu /m2",46m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-nha-dep-mat-tien-binh-chanh-2241051.html,Bán nhà đẹp mặt tiền Bình Chánh,"Tân Quý Tây, Huyện Bình Chánh, TP. Hồ Chí Minh Lưu tin",,,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nha-pho-phuc-an-ashita-gia-resang-ten-cong-chung-ngay-2268546.html,"Bán nhà phố phúc an ashita giá rẻ,sang tên công chứng ngay","Thiếu Niên 3, Trần Văn Thố, Bàu Bàng, Bình Dương Lưu tin",~22 triệu /m2,100m2,Bán nhà phố dự án,,,,,,,
https://nhadat.cafeland.vn/nha-cap-4-goc-2-mat-hem-hiep-thanh-q12-79m2-hxh-gia-chi-33-ty-2268545.html,Nhà Cấp 4 Góc 2 Mặt Hẻm – Hiệp Thành Q.12 – 79m2 – HXH – Giá Chỉ 3.3 tỷ,"Tân Thới Nhất, Quận 12, TP. Hồ Chí Minh Lưu tin","~41,7 triệu /m2",79m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-dat-tho-cu-duong-nhua-5x28-gia-110-trieu-2262571.html,Bán đất thổ cư đường nhựa 5x28 giá 110 triệu,"ĐT 839, Mỹ Thạnh Đông, Đức Huệ, Long An Lưu tin","~3,9 triệu /m2",140m2,Bán đất thổ cư,,,,,,,
