link,title,location,price,area,category,direction,floor_num,toilet_num,street,livingroom_num,bedroom_num,liability
https://nhadat.cafeland.vn/nha-dep-binh-thanh-giap-quan-1-hxh-tranh-dt-55m2-vuong-vuc-o-ngay-chi-7-ty-95-2261475.html,Nhà Đẹp Bình Thạnh Giáp Quận 1 HXH Tránh DT 55m2 Vuông Vức Ở Ngay Chỉ 7 Tỷ 95 (Tin Hết Hạn),"Xô Viết Nghệ Tĩnh, Phường 21, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~144 triệu/m2,55m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-gap-lo-dat-mat-tien-duong-my-hanh-cach-cho-duc-lap-700met-2260941.html,bán gấp lô đất mặt tiền đường mỹ hạnh cách chợ đức lập 700mét (Tin Hết Hạn),"Đường Mỹ Hạnh, Đức Lập Hạ, Đức Hòa, Long An Lưu tin","~14,8 triệu /m2",152m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-gap-420m2-gan-khu-cong-nghiep-hoang-gia-gia-chi-1-tr-400-goi-xem-dat-2240185.html,bán gấp 420m2 gần khu công nghiệp hoàng gia giá chỉ 1 tr 400 gọi xem đất (Tin Hết Hạn),"TT. Đức Hòa, Đức Hòa, Long An Lưu tin","~3,3 triệu /m2",420m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/gia-dinh-can-ban-day-tro-10-phong-thu-nhap-15-trieu-cho-binh-chanh-goi-xem-tro-2240591.html,gia đình cần bán dãy trọ 10 phòng thu nhập 15 triệu chợ bình chánh gọi xem trọ (Tin Hết Hạn),"Bình Chánh, Huyện Bình Chánh, TP. Hồ Chí Minh Lưu tin","~9,2 triệu /m2",162m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nhanh-lo-ke-goc-o-ngay-truong-i-school-khu-k1-ninh-thuan-2261607.html,Bán nhanh lô kề góc ở ngay trường I School Khu K1 Ninh Thuận (Tin Hết Hạn),"Thanh Sơn, Phan Rang - Tháp Chàm, Ninh Thuận Lưu tin","~29,5 triệu /m2",100m2,Bán nhà riêng,Đông,,,10m - 15m,,,Sổ hồng
https://nhadat.cafeland.vn/chi-1-ty-3-so-huu-ngay-can-ho-cao-cap-tai-trung-tam-quan-hai-chau-da-nang-2261605.html,Chỉ 1 Tỷ 3 sở hữu ngay căn hộ cao cấp tại trung tâm Quận Hải Châu Đà Nẵng (Tin Hết Hạn),"40, Hòa Cường Nam, Hải Châu, TP. Đà Nẵng Lưu tin",~710 nghìn/m2,76m2,Bán căn hộ chung cư,Bắc,1 tầng,2,,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/can-lotus-2pn-gia-tot-co-san-vuon-doc-nhat-tp-bac-giang-gia-nhinh-21-ty-2261604.html,"Căn Lotus 2PN giá tốt - Có sân vườn độc nhất TP Bắc Giang giá nhỉnh 2,1 tỷ (Tin Hết Hạn)","Trần Quang Khải, Thọ Xương, TP. Bắc Giang, Bắc Giang Lưu tin","~27,1 triệu /m2",80m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/1-ty-230-can-ho-tt-avio-1-phong-ngu-trendy-phu-hop-gia-dinh-tre-hoac-doc-than-2256250.html,1 tỷ 230 căn hộ tt avio 1 phòng ngủ trendy phù hợp gia đình trẻ hoặc độc thân (Tin Hết Hạn),"DT743C, Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin","~30,6 triệu /m2",40.07m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-nha-pho-lien-ke-khu-cityland-center-hills-go-vap-2261601.html,BÁN NHÀ PHỐ LIỀN KỀ - KHU CITYLAND CENTER HILLS GÒ VẤP (Tin Hết Hạn),"Trần Thị Nghĩ, Phường 7, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",~45 triệu /m2,400m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/nha-o-xh-vega-homes-bac-giang-gia-chi-tu-15-17trm2-2261600.html,Nhà ở XH Vega Homes Bắc Giang giá chỉ từ 15 - 17tr/m2 (Tin Hết Hạn),"Tam Tầng, Quang Châu, Việt Yên, Bắc Giang Lưu tin",~15 triệu /m2,32m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-can-ho-the-maison-thang-42025-nhan-nha-full-gia-1-ty-485-co-tra-gop-2261599.html,"Bán căn hộ The Maison, tháng 4/2025 nhận nhà, full giá 1 tỷ 485, có trả góp (Tin Hết Hạn)","Phú Thọ, Thủ Dầu Một, Bình Dương Lưu tin","~32,2 triệu /m2",46m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-nhanh-can-ho-melody-tang-cao-view-bien-2261596.html,Bán nhanh căn hộ Melody tầng cao view biển (Tin Hết Hạn),"Hoàng Hoa Thám, Thắng Tam, Vũng Tàu, Bà Rịa - Vũng Tàu Lưu tin","~43,2 triệu /m2",48.54m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/chinh-chu-can-ban-gap-2-so-dat-cay-hang-nam-cu-chi-2261594.html,CHÍNH CHỦ CẦN BÁN GẤP 2 SỔ ĐẤT CÂY HÀNG NĂM CỦ CHI (Tin Hết Hạn),"Trung Lập Hạ, Huyện Củ Chi, TP. Hồ Chí Minh Lưu tin",~3 triệu /m2,500m2,"Bán đất nông, lâm nghiệp",,,,,,,
https://nhadat.cafeland.vn/chi-con-1-can-duy-nhat-2pn-truc-dien-song-han-gan-cac-tien-ich-cao-cap-2261593.html,"Chỉ còn 1 căn duy nhất, 2PN trực diện sông Hàn gần các tiện ích cao cấp (Tin Hết Hạn)","A2-1, Lê Văn Duyệt, Nại Hiên Đông, Sơn Trà, TP. Đà Nẵng Lưu tin","~64,4 triệu /m2",72.9m2,Bán nhà riêng,Tây Bắc,,2,9m,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/chinh-chu-can-ban-gap-dat-tho-cu-xa-tan-thanh-dong-cu-chi-2261592.html,CHÍNH CHỦ CẦN BÁN GẤP ĐẤT THỔ CƯ XÃ TÂN THẠNH ĐÔNG CỦ CHI (Tin Hết Hạn),"Tân Thạnh Đông, Huyện Củ Chi, TP. Hồ Chí Minh Lưu tin","~13,5 triệu /m2",100m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/can-chuyen-nhuong-3-suat-can-ho-cao-cap-the-vista-canh-song-han-view-phao-hoa-2261591.html,"Cần chuyển nhượng 3 suất căn hộ cao cấp The Vista cạnh Sông Hàn, view pháo hoa (Tin Hết Hạn)","XÔ VIẾT NGHỆ TĨNH, Hòa Cường Nam, Hải Châu, TP. Đà Nẵng Lưu tin",~710 nghìn/m2,76m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/chinh-chu-can-ban-gap-dat-tho-cu-trung-tam-hanh-chinh-thu-thua-2261590.html,CHÍNH CHỦ CẦN BÁN GẤP ĐẤT THỔ CƯ TRUNG TÂM HÀNH CHÍNH THỦ THỪA (Tin Hết Hạn),"Thủ Thừa, Thủ Thừa, Long An Lưu tin","~7,5 triệu /m2",140m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/chinh-chu-can-ban-gap-dat-tho-cu-duc-hoa-thuong-long-an-2261586.html,CHÍNH CHỦ CẦN BÁN GẤP ĐẤT THỔ CƯ ĐỨC HOÀ THƯỢNG LONG AN (Tin Hết Hạn),"Đức Hoà Thượng, Đức Hòa, Long An Lưu tin","~7,6 triệu /m2",125m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-toa-nha-chdv-mt-ky-dong-phuong-9-quan-3-dt-82-x-31m-thu-nhap-300-trieut-2261585.html,"Bán tòa nhà CHDV MT Kỳ Đồng, Phường 9 Quận 3, DT 8,2 x 31m, thu nhập 300 triệu/t (Tin Hết Hạn)","Kỳ Đồng, Phường 9, Quận 3, TP. Hồ Chí Minh Lưu tin",~338 triệu/m2,251m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nha-duong-5-lx-thu-duc-91m2-ngang-5m-xe-hoi-dau-cua-449-ty-tl-2261584.html,BÁN NHÀ ĐƯỜNG 5 LX THỦ ĐỨC - 91M2 NGANG 5M XE HƠI ĐẬU CỬA 4.49 TỶ TL (Tin Hết Hạn),"Linh Xuân, Quận Thủ Đức, TP. Hồ Chí Minh Lưu tin","~49,3 triệu /m2",91m2,Bán nhà riêng,Tây Bắc,1 tầng,1,3m,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/ban-building-vi-tri-dep-doi-dien-thao-cam-vien-mt-nguyen-thi-minh-khai-q1dt-61-2261583.html,"Bán building vị trí đẹp đối diện Thảo Cầm Viên MT Nguyễn Thị Minh Khai Q1,DT 6,1 (Tin Hết Hạn)","Nguyễn Thị Minh Khai, Đa Kao, Quận 1, TP. Hồ Chí Minh Lưu tin",~844 triệu/m2,77m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nha-goc-2mt-tran-nhat-duat-p-tan-dinh-quan-1-dt-55-x-166m-hdt-6000th-2261582.html,"Bán nhà góc 2MT Trần Nhật Duật, P Tân Định Quận 1, DT 5,5 x 16,6m, HĐT 6.000$/th (Tin Hết Hạn)","Trần Nhật Duật, Tân Định, Quận 1, TP. Hồ Chí Minh Lưu tin",~632 triệu/m2,87m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-toa-nha-vi-tri-dac-dia-2mt-nguyen-huy-tuong-q-binh-thanh-dt-12-x-19m-hdt-2261581.html,"Bán tòa nhà vị trí đắc địa 2MT Nguyễn Huy Tưởng, Q Bình Thạnh, DT 12 x 19m, HĐT (Tin Hết Hạn)","Nguyễn Huy Tưởng, Phường 11, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~504 triệu/m2,228m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nha-hem-ni-su-huynh-lien-p10-tb-3-tang-43m2-4-x-11-44-ty-tl-2261580.html,"️BÁN NHÀ hẻm Ni Sư Huỳnh Liên P.10 TB 3 Tầng 43m2 (4 x 11) 4,4 TỶ TL (Tin Hết Hạn)","Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin",~102 triệu/m2,43m2,Bán nhà riêng,Đông,2 tầng,3,4m,1,3 phòng,Sổ hồng
https://nhadat.cafeland.vn/mo-ban-phan-khu-2-dic-victory-hau-giang-gia-tu-105trm2-san-cdt-dic-2260929.html,Mở Bán phân khu 2 DIC Victory Hậu Giang (giá từ 10.5tr/m2). Sàn CĐT - DIC (Tin Hết Hạn),"Võ Nguyên Giáp, 4, Vị Thanh, Hậu Giang Lưu tin","~11,6 triệu /m2",95m2,Bán đất thổ cư,Đông Nam,,,30m - 50m,,,Sổ hồng
https://nhadat.cafeland.vn/sieu-pham-dau-tu-ban-toa-nha-mt-nguyen-gia-tri-p25-q-binh-thanh-dt-8-x-20m-h-2261578.html,"Siêu phẩm đầu tư. Bán tòa nhà MT Nguyễn Gia Trí, P25 Q Bình Thạnh, DT 8 x 20m, H (Tin Hết Hạn)","Nguyễn Gia Trí, Phường 25, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~656 triệu/m2,160m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/so-huu-bcons-avenue-2pn-thanh-toan-chi-15-cho-den-khi-nhan-nha-2261577.html,Sở hữu Bcons Avenue 2PN thanh toán chỉ 15% cho đến khi nhận nhà. (Tin Hết Hạn),"Căn hộ mẫu Bcons Avenue, Xa Lộ Hà Nội, Bình Thắng, Dĩ An, Bình Dương Lưu tin","~37,7 triệu /m2",53m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/ban-biet-thu-san-vuon-mt-thach-thi-thanh-quan-1-dt-98-x-24m-tret-2l-st-2261574.html,"Bán biệt thự sân vườn MT Thạch Thị Thanh, Quận 1, DT 9,8 x 24m, trệt 2L ST (Tin Hết Hạn)","Thạch Thị Thanh, Tân Định, Quận 1, TP. Hồ Chí Minh Lưu tin",~543 triệu/m2,230m2,Bán biệt thự,,,,,,,
https://nhadat.cafeland.vn/dat-tho-cu-5-x30-chi-1ty-100-trieu-2261573.html,Đất thổ cư 5 x30 chỉ 1tỷ 100 triệu (Tin Hết Hạn),"Mỹ Lệ, Cần Đước, Long An Lưu tin","~7,3 triệu /m2",150m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-nha-vi-tri-hiem-mt-tran-quang-khai-p-tan-dinh-quan-1-dt-52-x-27m-hdt-67-2261572.html,"Bán nhà vị trí hiếm MT Trần Quang Khải, P Tân Định Quận 1, DT 5,2 x 27m, HĐT 67 (Tin Hết Hạn)","Trần Quang Khải, Tân Định, Quận 1, TP. Hồ Chí Minh Lưu tin",~371 triệu/m2,148m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nha-vi-tri-trung-tam-mt-hoang-van-thu-phuong-9-q-phu-nhuan-dt-78-x-23m-4-2261570.html,"Bán nhà vị trí trung tâm MT Hoàng Văn Thụ, phường 9 Q Phú Nhuận, DT 7,8 x 23m, 4 (Tin Hết Hạn)","Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, TP. Hồ Chí Minh Lưu tin",~371 triệu/m2,167m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/chi-tu-199-trieu-dong-so-huu-ngay-mot-can-ho-cao-cap-tai-fiato-uptown-2261078.html,"Chỉ từ 199 triệu đồng, sở hữu ngay một căn hộ cao cấp tại Fiato Uptown! (Tin Hết Hạn)","Tô Ngọc Vân, Tam Bình, Quận Thủ Đức, TP. Hồ Chí Minh Lưu tin",~569 nghìn/m2,86m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-lo-dat-85m2-trung-dong-thoi-tam-thon-hoc-mon-gia-dau-tu-2260703.html,bán lô đất 85m2-trung đông- thới tam thôn- hóc môn - giá đầu tư (Tin Hết Hạn),"Thới Tam Thôn, Huyện Hóc Môn , TP. Hồ Chí Minh Lưu tin","~35,8 triệu /m2",85m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/co-hoi-dau-tu-dat-bien-phu-quoc-mat-tien-duong-97m-mat-bien-95m-2261568.html,"Cơ hội đầu tư đất biển Phú Quốc - Mặt tiền đường 97m, mặt biển 95m (Tin Hết Hạn)","Gành Dầu, Phú Quốc, Kiên Giang Lưu tin",,15771m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/nha-pho-xinh-25-x-14m-1-tret-1-lau-hai-ba-trung-quan-3-tphcm-2261564.html,Nhà phố xinh 2.5 x 14m 1 trệt 1 lầu Hai Bà Trưng Quận 3 TP.HCM (Tin Hết Hạn),"Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh Lưu tin",~171 triệu/m2,35m2,Bán nhà riêng,Tây Bắc,1 tầng,1,2m,1,1 phòng,Sổ hồng
https://nhadat.cafeland.vn/cat-lo-2-lo-dat-nen-ke-goc-o-duong-le-anh-xuan-khu-k1-ninh-thuan-2261300.html,Cắt lỗ 2 lô đất nền kề góc ở đường Lê Anh Xuân Khu K1 Ninh Thuận (Tin Hết Hạn),"LK3.1 - 14, HOÀNG DIỆU, Thanh Sơn, Phan Rang - Tháp Chàm, Ninh Thuận Lưu tin","~34,3 triệu /m2",100m2,Bán đất thổ cư,Bắc,,,10m - 15m,,,Sổ hồng
https://nhadat.cafeland.vn/ban-nha-pho-du-an-thanh-pho-ca-phe-tra-cham-den-2-nam-chiet-khau-10-2261563.html,"Bán nhà phố dự án Thành Phố Cà Phê, trả chậm đến 2 năm, chiết khấu 10%. (Tin Hết Hạn)","Nguyễn Đình Chiểu, Tân Lợi, Buôn Ma Thuột, Đắk Lắk Lưu tin",~124 triệu/m2,69m2,Bán nhà phố dự án,Đông Nam,4 tầng,,,,,Sổ hồng
https://nhadat.cafeland.vn/ban-can-ho-khang-gia-773m-2pn-co-so-hong-gia-2590-ty-2261559.html,"Bán căn hộ khang gia , 773m, 2PN, có sổ hồng , giá : 2,590 tỷ (Tin Hết Hạn)","C, Phan Huy Ích, Phường 14, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",~35 tỷ 479 triệu/m2,73m2,Bán căn hộ chung cư,Đông Nam,1 tầng,2,8m,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/new-chinh-sach-ban-hang-moi-nhat-022025-thanh-toan-tu-420-trieu-nhan-nha-2261558.html,[NEW] Chính sách bán hàng mới nhất 02/2025 | Thánh toán từ 420 triệu nhận nhà | (Tin Hết Hạn),"Phan Bội Châu, Phú Thọ, Thủ Dầu Một, Bình Dương Lưu tin","~30,9 triệu /m2",70m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/so-huu-ngay-thien-duong-nghi-duong-ben-ho-tri-an-view-dinh-gia-tot-2261557.html,"SỞ HỮU NGAY THIÊN ĐƯỜNG NGHỈ DƯỠNG BÊN HỒ TRỊ AN – VIEW ĐỈNH, GIÁ TỐT! (Tin Hết Hạn)","Gia Tân I, Thống Nhất, Đồng Nai Lưu tin",~980 nghìn/m2,1000m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/can-ho-nhat-ban-89-tien-ich-chi-tu-128-ty-cach-cho-dau-moi-thu-duc-5p-ck-11-2261550.html,"Căn hộ Nhật Bản 89 tiện ích chỉ từ 1,28 tỷ cách chợ đầu mối Thủ Đức 5p ck 11% (Tin Hết Hạn)","DT743C, Tân Đông Hiệp, Dĩ An, Bình Dương Lưu tin",~32 triệu /m2,40m2,Bán căn hộ chung cư,,,1,,1,1 phòng,Hợp đồng
https://nhadat.cafeland.vn/can-ban-1020m2-dat-tho-cu-so-hong-rieng-mat-tien-canh-cho-dan-cu-dong-gia-390-tr-2184087.html,CẦN BÁN 1020M2 ĐẤT THỔ CƯ SỔ HỒNG RIÊNG MẶT TIỀN CẠNH CHỢ DÂN CƯ ĐÔNG GIÁ 390 TR (Tin Hết Hạn),"Tân Khai, Hớn Quản, Bình Phước Lưu tin",~390 nghìn/m2,1000m2,Bán đất thổ cư,Đông Nam,,,20m - 30m,,,Giấy đỏ
https://nhadat.cafeland.vn/nha-dat-chinh-chu-84m2-so-san-ngay-trung-tam-dong-nai-sat-cho-gia-980-trieu-2203509.html,Nhà đất chính chủ 84m2 sổ sẵn ngay trung tâm Đồng Nai sát chợ giá 980 triệu (Tin Hết Hạn),"Sông Thao, Trảng Bom , Đồng Nai Lưu tin","~11,6 triệu /m2",84m2,Bán đất thổ cư,,,,,,,Sổ hồng
https://nhadat.cafeland.vn/dat-nen-san-bay-long-thanh-so-san-trung-tam-dong-nai-gia-dau-tu-380-960-trieu-2206841.html,Đất nền sân bay Long Thành sổ sẵn trung tâm Đồng Nai giá đầu tư 380 - 960 triệu (Tin Hết Hạn),"Sông Thao, Trảng Bom , Đồng Nai Lưu tin",~Thương lượng/m2,84m2,Bán nhà phố dự án,,,,,,,Sổ hồng
https://nhadat.cafeland.vn/ban-gap-10x40400m2-dat-gan-kcn-shr-gia-195-trieu-bao-moi-phi-sang-ten-2244442.html,BÁN GẤP 10X40=400M2 ĐẤT GẦN KCN SHR GIÁ 195 TRIỆU BAO MỌI PHÍ SANG TÊN (Tin Hết Hạn),"Hưng Long, Chơn Thành, Bình Phước Lưu tin",~487 nghìn/m2,400m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-gap-7-lo-35x501750m2-shr-tho-cu-700m-duong-nhua-doi-dien-kcn-gia-480trso-2261370.html,BÁN GẤP 7 LÔ (35X50=1750M2) SHR THỔ CƯ 700M ĐƯỜNG NHỰA ĐỐI ĐIỆN KCN GIÁ 480TR/SỔ (Tin Hết Hạn),"Quốc lộ 14, Minh Lập, Chơn Thành, Bình Phước Lưu tin",~274 nghìn/m2,1750m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/chinh-thuc-nhan-booking-the-gio-riverside-2261031.html,Chính thức nhận Booking The Gió RiverSide (Tin Hết Hạn),"Bình An, Dĩ An, Bình Dương Lưu tin","~21,3 triệu /m2",75m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/nha-hem-oto-quang-trung-p8-go-vap-36m2-xay-5-tang-6pn-full-noi-that-chi-5x-2258988.html,"Nhà hẻm ôtô Quang Trung P.8 Gò Vấp. 36m2 xây 5 tầng 6PN, Full nội thất. Chỉ 5.x (Tin Hết Hạn)","Quang Trung, Phường 8, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",~138 triệu/m2,36m2,Bán nhà riêng,,5 tầng,3,5m,1,5 phòng,Sổ hồng
https://nhadat.cafeland.vn/ban-nha-83m2-ngay-cau-tham-luong-kdc-an-suong-giap-go-vap-tan-binh-so-dep-2259817.html,"BÁN NHÀ 83m2 Ngay Cầu Tham Lương, KDC An Sương giáp Gò Vấp - Tân Bình. Sổ đẹp (Tin Hết Hạn)","Đông Hưng Thuận 42, Tân Hưng Thuận, Quận 12, TP. Hồ Chí Minh Lưu tin","~43,3 triệu /m2",83m2,Bán nhà riêng,,1 tầng,1,4m,1,1 phòng,Sổ hồng
https://nhadat.cafeland.vn/ban-nha-hem-xe-hoi-pham-van-chieu-phuong-9-go-vap-full-noi-that-cao-cap-so-dep-2258095.html,Bán Nhà Hẻm Xe hơi Phạm Văn Chiêu Phường 9 Gò Vấp. Full nội thất cao cấp. sổ đẹp (Tin Hết Hạn),"Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",~112 triệu/m2,40m2,Bán nhà riêng,,2 tầng,2,3m,1,2 phòng,Sổ hồng
https://nhadat.cafeland.vn/ban-can-ho-2pn-1-dt-92m2-view-ho-van-lang-tai-p-tien-cat-tp-viet-tri-2261539.html,Bán căn hộ 2pn 1 dt 92m2 view hồ văn lang tại p tiên cát tp việt trì (Tin Hết Hạn),"Tiên Cát, Việt Trì, Phú Thọ Lưu tin","~52,1 triệu /m2",92m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/can-ban-gap-can-ho-3pn-so-huu-lau-dai-view-bien-sieu-vip-2261537.html,Cần bán gấp căn hộ 3PN-Sở Hữu Lâu Dài-View Biển Siêu Vip (Tin Hết Hạn),"57, Trung Đông 11, Khuê Mỹ, Ngũ Hành Sơn, TP. Đà Nẵng Lưu tin",~468 nghìn/m2,105m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/dat-ngay-cho-truong-hoc-kinh-doanh-moi-nghe-15x75-co-tho-cu-duong-thong-2-dau-2222294.html,"ĐẤT NGAY CHỢ, TRƯỜNG HỌC kinh doanh mọi nghề 15x75 có thổ cư, đường thông 2 đầu (Tin Hết Hạn)","ĐT 838, Mỹ Quý Tây, Đức Huệ, Long An Lưu tin","~1,6 triệu /m2",1175m2,Bán đất thổ cư,,,,6m,,,Sổ hồng
https://nhadat.cafeland.vn/cuc-hiem-can-ho-view-truc-dien-song-han-peninsula-da-nang-gia-tot-nhat-thi-truon-2261536.html,CỰC HIẾM Căn hộ VIEW TRỰC DIỆN SÔNG HÀN Peninsula Đà Nẵng giá tốt nhất thị trườn (Tin Hết Hạn),"Lê Văn Duyệt, Nại Hiên Đông, Sơn Trà, TP. Đà Nẵng Lưu tin","~1,2 triệu /m2",45.4m2,Bán căn hộ chung cư,,,,,,,
https://nhadat.cafeland.vn/nha-dep-vi-tri-dep-gia-phai-chang-2261531.html,"Nhà đẹp vị trí đẹp, giá phải chăng (Tin Hết Hạn)","1, Hòa bình 3, Minh Khai, Hai Bà Trưng, Hà Nội Lưu tin",~230 triệu/m2,30m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/ban-nha-hxh-4-tang-binh-thanh-dt-52m2-nha-moi-don-vao-o-ngay-chi-8-ty-5-2261190.html,Bán Nhà HXH 4 Tầng Bình Thạnh DT 52m2 Nhà Mới Dọn Vào Ở Ngay Chỉ 8 Tỷ 5 (Tin Hết Hạn),"Phường 24, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~163 triệu/m2,52m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/biet-thu-mini-o-ngay-binh-thanh-hoang-hoa-tham-dt-60m2-3-tam-vuong-vuc-chi-7-t-2261530.html,"Biệt Thự Mini Ở Ngay, Bình Thạnh Hoàng Hoa Thám DT 60m2, 3 Tấm Vuông Vức Chỉ 7 T (Tin Hết Hạn)","Hoàng Hoa Thám, Phường 5, Bình Thạnh, TP. Hồ Chí Minh Lưu tin",~130 triệu/m2,60m2,Bán nhà riêng,,,,,,,
https://nhadat.cafeland.vn/68-ty-ngay-khu-am-thuc-phan-xich-long-hai-mat-hem-truoc-sau-46m2-4-tang-2261517.html,6.8 TỶ - NGAY KHU ẨM THỰC PHAN XÍCH LONG - HAI MẶT HẺM TRƯỚC SAU - 46m2 - 4 TẦNG (Tin Hết Hạn),"Phùng Văn Cung, Phường 7, Quận Phú Nhuận, TP. Hồ Chí Minh Lưu tin",,,Bán nhà riêng,,4 tầng,5,,1,5 phòng,
https://nhadat.cafeland.vn/nha-linh-tay-thu-duc-102m2-full-tho-ngang-8m-hem-xe-hoi-canh-pham-van-dong-2259955.html,"NHÀ LINH TÂY THỦ ĐỨC - 102M2 FULL THỔ, NGANG 8M - HẺM XE HƠI cạnh PHẠM VĂN ĐỒNG (Tin Hết Hạn)","Đường số 6, Linh Tây, Quận Thủ Đức, TP. Hồ Chí Minh Lưu tin","~48,3 triệu /m2",102m2,Bán nhà riêng,,,4,5m,1,4 phòng,Sổ hồng
https://nhadat.cafeland.vn/mat-tien-kinh-doanh-ngay-truong-th-nguyen-van-lich-linh-xuan-thu-duc-93m2-2261516.html,MẶT TIỀN KINH DOANH NGAY TRƯỜNG TH NGUYỄN VĂN LỊCH - LINH XUÂN THỦ ĐỨC 93M2 (Tin Hết Hạn),"Linh Xuân, Quận Thủ Đức, TP. Hồ Chí Minh Lưu tin","~78,3 triệu /m2",93m2,Bán nhà riêng,,2 tầng,3,8m,1,3 phòng,Sổ hồng
https://nhadat.cafeland.vn/ban-dat-dragonland-long-duc-6x21-gia-175-ty-so-hong-rieng-2261514.html,"Bán Đất Dragonland Long Đức 6X21 Giá 1.75 Tỷ, sổ hồng riêng (Tin Hết Hạn)","Long Đức, Lộc An, Long Đức, Long Thành, Đồng Nai Lưu tin","~13,8 triệu /m2",126m2,Bán đất thổ cư,,,,,,,
https://nhadat.cafeland.vn/ban-nha-hem-xe-hoi-tan-binh-duong-nguyen-phuc-chu-55m2-5-tang-chi-hon-6-ty-2259683.html,Bán Nhà Hẻm Xe Hơi Tân Bình Đường Nguyễn Phúc Chu 55m2 5 Tầng chỉ hơn 6 tỷ (Tin Hết Hạn),"Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, TP. Hồ Chí Minh Lưu tin",~124 triệu/m2,55m2,Bán nhà riêng,,5 tầng,3,8m,1,5 phòng,Sổ hồng
https://nhadat.cafeland.vn/ban-nha-khu-dong-bo-nguyen-van-khoi-oto-ngu-trong-nha-47m2-3pn-tang-nt-2251374.html,"Bán Nhà Khu Đồng Bộ Nguyễn Văn Khối, Oto ngủ trong nhà, 47m2, 3PN, tặng Nt (Tin Hết Hạn)","Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, TP. Hồ Chí Minh Lưu tin",~118 triệu/m2,48m2,Bán nhà riêng,,2 tầng,2,8m,1,3 phòng,Sổ hồng
